column_name,dt,col_type,n_total,n_missing,n_unique,mean,std,min_val,max_val,top_10
account_id,203010,numeric,53797,0,8500,55000.2,25000.5,10000,99999,
txn_type,203010,categorical,53797,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,203010,numeric,53797,5,53697,5500.50,3200.25,0.01,999999.99,
channel,203010,categorical,53797,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,203011,categorical,49371,0,1,,,,203011,{}
account_id,203011,numeric,49371,0,8500,55000.2,25000.5,10000,99999,
txn_type,203011,categorical,49371,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,203011,numeric,49371,5,49271,5500.50,3200.25,0.01,999999.99,
channel,203011,categorical,49371,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,203012,categorical,50573,0,1,,,,203012,{}
account_id,203012,numeric,50573,0,8500,55000.2,25000.5,10000,99999,
txn_type,203012,categorical,50573,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,203012,numeric,50573,5,50473,5500.50,3200.25,0.01,999999.99,
channel,203012,categorical,50573,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,203101,categorical,46827,0,1,,,,203101,{}
account_id,203101,numeric,46827,0,8500,55000.2,25000.5,10000,99999,
txn_type,203101,categorical,46827,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,203101,numeric,46827,5,46727,5500.50,3200.25,0.01,999999.99,
channel,203101,categorical,46827,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,203102,categorical,49808,0,1,,,,203102,{}
account_id,203102,numeric,49808,0,8500,55000.2,25000.5,10000,99999,
txn_type,203102,categorical,49808,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,203102,numeric,49808,5,49708,5500.50,3200.25,0.01,999999.99,
channel,203102,categorical,49808,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,203103,categorical,52123,0,1,,,,203103,{}
account_id,203103,numeric,52123,0,8500,55000.2,25000.5,10000,99999,
txn_type,203103,categorical,52123,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,203103,numeric,52123,5,52023,5500.50,3200.25,0.01,999999.99,
channel,203103,categorical,52123,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,203106,categorical,32417,0,1,,,,203106,{}
account_id,203106,numeric,32417,0,8500,55000.2,25000.5,10000,99999,
txn_type,203106,categorical,32417,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,203106,numeric,32417,5,32317,5500.50,3200.25,0.01,999999.99,
channel,203106,categorical,32417,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,203108,categorical,53201,0,1,,,,203108,{}
account_id,203108,numeric,53201,0,8500,55000.2,25000.5,10000,99999,
txn_type,203108,categorical,53201,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,203108,numeric,53201,5,53101,5500.50,3200.25,0.01,999999.99,
channel,203108,categorical,53201,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,203109,categorical,47927,0,1,,,,203109,{}
account_id,203109,numeric,47927,0,8500,55000.2,25000.5,10000,99999,
txn_type,203109,categorical,47927,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,203109,numeric,47927,5,47827,5500.50,3200.25,0.01,999999.99,
channel,203109,categorical,47927,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,203110,categorical,53317,0,1,,,,203110,{}
account_id,203110,numeric,53317,0,8500,55000.2,25000.5,10000,99999,
txn_type,203110,categorical,53317,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,203110,numeric,53317,5,53217,5500.50,3200.25,0.01,999999.99,
channel,203110,categorical,53317,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,203111,categorical,46743,0,1,,,,203111,{}
account_id,203111,numeric,46743,0,8500,55000.2,25000.5,10000,99999,
txn_type,203111,categorical,46743,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,203111,numeric,46743,5,46643,5500.50,3200.25,0.01,999999.99,
channel,203111,categorical,46743,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,203201,categorical,53317,0,1,,,,203201,{}
account_id,203201,numeric,53317,0,8500,55000.2,25000.5,10000,99999,
txn_type,203201,categorical,53317,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,203201,numeric,53317,5,53217,5500.50,3200.25,0.01,999999.99,
channel,203201,categorical,53317,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,203203,categorical,34080,0,1,,,,203203,{}
account_id,203203,numeric,34080,0,8500,55000.2,25000.5,10000,99999,
txn_type,203203,categorical,34080,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,203203,numeric,34080,5,33980,5500.50,3200.25,0.01,999999.99,
channel,203203,categorical,34080,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,203204,categorical,40719,0,1,,,,203204,{}
account_id,203204,numeric,40719,0,8500,55000.2,25000.5,10000,99999,
txn_type,203204,categorical,40719,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,203204,numeric,40719,5,40619,5500.50,3200.25,0.01,999999.99,
channel,203204,categorical,40719,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,203205,categorical,51126,0,1,,,,203205,{}
account_id,203205,numeric,51126,0,8500,55000.2,25000.5,10000,99999,
txn_type,203205,categorical,51126,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,203205,numeric,51126,5,51026,5500.50,3200.25,0.01,999999.99,
channel,203205,categorical,51126,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,203206,categorical,47646,0,1,,,,203206,{}
account_id,203206,numeric,47646,0,8500,55000.2,25000.5,10000,99999,
txn_type,203206,categorical,47646,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,203206,numeric,47646,5,47546,5500.50,3200.25,0.01,999999.99,
channel,203206,categorical,47646,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
